_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
4233,2014,S08000016,"",under75 years,"",Males,"",Stroke,2,"",3.96581467748012,"",4.345986153679086
4234,2014,S08000016,"",under75 years,"",Females,"",Stroke,6,"",11.529371072808,"",9.725122542999072
4235,2014,S08000017,"",under75 years,"",Males,"",Stroke,8,"",12.1291144230332,"",10.626011007555192
4236,2014,S08000017,"",under75 years,"",Females,"",Stroke,5,"",7.34171267473276,"",5.845889088446481
4237,2014,S08000019,"",under75 years,"",Males,"",Stroke,10,"",7.32375386328016,"",7.6934765140017936
4238,2014,S08000019,"",under75 years,"",Females,"",Stroke,13,"",9.26117217943877,"",9.48963773336374
4239,2014,S08000020,"",under75 years,"",Males,"",Stroke,21,"",7.73264205968127,"",9.017380596501605
4240,2014,S08000020,"",under75 years,"",Females,"",Stroke,19,"",7.07305723592369,"",7.5875108137722735
4241,2014,S08000022,"",under75 years,"",Males,"",Stroke,18,"",12.4035281146637,"",11.49295317222453
4242,2014,S08000022,"",under75 years,"",Females,"",Stroke,12,"",8.23853299189191,"",7.166190642474218
4243,2014,S08000024,"",under75 years,"",Males,"",Stroke,29,"",7.3871799313247,"",9.542571695046458
4244,2014,S08000024,"",under75 years,"",Females,"",Stroke,22,"",5.44728390996135,"",6.064248800305141
4245,2014,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,8.594757198109154
4246,2014,S08000025,"",under75 years,"",Females,"",Stroke,,c,,c,25.948011943068277
4247,2014,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,27.245798783600005
4248,2014,S08000026,"",under75 years,"",Females,"",Stroke,,c,,c,8.903133903133902
4249,2014,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,5.960508919088801
4250,2014,S08000028,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4251,2014,S08000029,"",under75 years,"",Males,"",Stroke,16,"",9.67948795508718,"",9.72962411428006
4252,2014,S08000029,"",under75 years,"",Females,"",Stroke,4,"",2.33722676358367,"",2.3716221317629422
4253,2014,S08000030,"",under75 years,"",Males,"",Stroke,23,"",12.4257829593893,"",12.223485100446968
4254,2014,S08000030,"",under75 years,"",Females,"",Stroke,8,"",4.21778534635926,"",3.9716059068844585
4255,2014,S08000031,"",under75 years,"",Males,"",Stroke,63,"",12.1734190496618,"",14.924968110245633
4256,2014,S08000031,"",under75 years,"",Females,"",Stroke,50,"",9.29829487868515,"",10.569755782506148
4257,2014,S08000032,"",under75 years,"",Males,"",Stroke,42,"",14.1763538417919,"",16.576800070404136
4258,2014,S08000032,"",under75 years,"",Females,"",Stroke,34,"",11.0287200845968,"",11.535127457483089
4259,2014,S92000003,d,under75 years,"",Males,"",Stroke,253,"",10.4399640171991,"",11.46044098941611
4260,2014,S92000003,d,under75 years,"",Females,"",Stroke,199,"",7.98881726162614,"",8.204835699232374
4261,2015,S08000015,"",under75 years,"",Males,"",Stroke,25,"",15.3039986287617,"",13.906355944922344
4262,2015,S08000015,"",under75 years,"",Females,"",Stroke,15,"",8.68176135574385,"",7.66501308727374
4263,2015,S08000016,"",under75 years,"",Males,"",Stroke,7,"",13.9079295066659,"",11.415280939583717
4264,2015,S08000016,"",under75 years,"",Females,"",Stroke,4,"",7.68609968871296,"",6.287370700404941
4265,2015,S08000017,"",under75 years,"",Males,"",Stroke,7,"",10.6565987181634,"",8.535147629490732
4266,2015,S08000017,"",under75 years,"",Females,"",Stroke,2,"",2.94715746662344,"",2.868772904906878
4267,2015,S08000019,"",under75 years,"",Males,"",Stroke,17,"",12.3638162009629,"",13.203541127688062
4268,2015,S08000019,"",under75 years,"",Females,"",Stroke,12,"",8.49491367043982,"",8.474314383847805
4269,2015,S08000020,"",under75 years,"",Males,"",Stroke,19,"",6.94766942257554,"",7.862285398592503
4270,2015,S08000020,"",under75 years,"",Females,"",Stroke,21,"",7.7806306756922,"",8.18382555563501
4271,2015,S08000022,"",under75 years,"",Males,"",Stroke,24,"",16.5490991084173,"",14.971385771254628
4272,2015,S08000022,"",under75 years,"",Females,"",Stroke,16,"",10.9955055870913,"",9.449263100230011
4273,2015,S08000024,"",under75 years,"",Males,"",Stroke,24,"",6.05131515249314,"",7.308923344051004
4274,2015,S08000024,"",under75 years,"",Females,"",Stroke,29,"",7.09223327088907,"",8.250692122342146
4275,2015,S08000025,"",under75 years,"",Males,"",Stroke,0,"",0,"",0
4276,2015,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4277,2015,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,19.20554793727184
4278,2015,S08000026,"",under75 years,"",Females,"",Stroke,,c,,c,9.385024912975224
4279,2015,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,15.412357628346408
4280,2015,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,7.017248396558742
4281,2015,S08000029,"",under75 years,"",Males,"",Stroke,10,"",6.05286572927953,"",6.029848901941902
4282,2015,S08000029,"",under75 years,"",Females,"",Stroke,13,"",7.57359495249026,"",7.2044073641472535
4283,2015,S08000030,"",under75 years,"",Males,"",Stroke,15,"",8.08076454806977,"",8.342183008745936
4284,2015,S08000030,"",under75 years,"",Females,"",Stroke,10,"",5.26398905090277,"",5.076155570262637
4285,2015,S08000031,"",under75 years,"",Males,"",Stroke,64,"",12.2656118240498,"",15.131752724096824
4286,2015,S08000031,"",under75 years,"",Females,"",Stroke,46,"",8.50783645718894,"",9.516605422705185
4287,2015,S08000032,"",under75 years,"",Males,"",Stroke,43,"",14.498666459864,"",15.811798251665593
4288,2015,S08000032,"",under75 years,"",Females,"",Stroke,31,"",10.0476452857097,"",10.380503841236347
4289,2015,S92000003,d,under75 years,"",Males,"",Stroke,259,"",10.6400591242204,"",11.503703219072642
4290,2015,S92000003,d,under75 years,"",Females,"",Stroke,201,"",8.03650894051624,"",8.197170748122591
4291,2016,S08000015,"",under75 years,"",Males,"",Stroke,30,"",18.391819318767,"",16.706660251368994
4292,2016,S08000015,"",under75 years,"",Females,"",Stroke,21,"",12.1731367854803,"",10.565516660326196
4293,2016,S08000016,"",under75 years,"",Males,"",Stroke,5,"",9.90059799611897,"",8.09591383752525
4294,2016,S08000016,"",under75 years,"",Females,"",Stroke,3,"",5.74316563289685,"",4.303475610272817
4295,2016,S08000017,"",under75 years,"",Males,"",Stroke,8,"",12.2387785698987,"",10.440750506248252
4296,2016,S08000017,"",under75 years,"",Females,"",Stroke,8,"",11.8152682804354,"",9.5771607008053
4297,2016,S08000019,"",under75 years,"",Males,"",Stroke,17,"",12.2971868376699,"",13.159872547521386
4298,2016,S08000019,"",under75 years,"",Females,"",Stroke,15,"",10.5647194714823,"",10.649946738465909
4299,2016,S08000020,"",under75 years,"",Males,"",Stroke,34,"",12.4270822672846,"",14.127706970025285
4300,2016,S08000020,"",under75 years,"",Females,"",Stroke,13,"",4.82086768201557,"",5.249576957627825
4301,2016,S08000022,"",under75 years,"",Males,"",Stroke,17,"",11.6919648690844,"",10.211681204746805
4302,2016,S08000022,"",under75 years,"",Females,"",Stroke,16,"",10.9835795485749,"",9.366336930871256
4303,2016,S08000024,"",under75 years,"",Males,"",Stroke,41,"",10.1987005363024,"",12.330955233386936
4304,2016,S08000024,"",under75 years,"",Females,"",Stroke,21,"",5.06205842579625,"",5.816550665546523
4305,2016,S08000025,"",under75 years,"",Males,"",Stroke,0,"",0,"",0
4306,2016,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4307,2016,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,26.310688899042205
4308,2016,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4309,2016,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,5.7561486132914705
4310,2016,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,13.84006421789797
4311,2016,S08000029,"",under75 years,"",Males,"",Stroke,12,"",7.20846273525119,"",7.043500985108041
4312,2016,S08000029,"",under75 years,"",Females,"",Stroke,10,"",5.80329162701084,"",5.21421867347688
4313,2016,S08000030,"",under75 years,"",Males,"",Stroke,15,"",8.07328388895467,"",7.928140748087891
4314,2016,S08000030,"",under75 years,"",Females,"",Stroke,17,"",8.94911114269621,"",8.3142374782305
4315,2016,S08000031,"",under75 years,"",Males,"",Stroke,71,"",13.4582358716956,"",15.66014091671738
4316,2016,S08000031,"",under75 years,"",Females,"",Stroke,50,"",9.15697248512908,"",10.34784807834847
4317,2016,S08000032,"",under75 years,"",Males,"",Stroke,38,"",12.7749986552633,"",13.808766214863004
4318,2016,S08000032,"",under75 years,"",Females,"",Stroke,29,"",9.38465770270052,"",9.601339245107363
4319,2016,S92000003,d,under75 years,"",Males,"",Stroke,292,"",11.9257515776095,"",12.673811824749867
4320,2016,S92000003,d,under75 years,"",Females,"",Stroke,205,"",8.15463413935593,"",8.222964972320218
4321,2017,S08000015,"",under75 years,"",Males,"",Stroke,16,"",9.82366520948966,"",8.892686759144233
4322,2017,S08000015,"",under75 years,"",Females,"",Stroke,18,"",10.4631088221446,"",8.936733057530867
4323,2017,S08000016,"",under75 years,"",Males,"",Stroke,4,"",7.89530821309437,"",6.11009785321712
4324,2017,S08000016,"",under75 years,"",Females,"",Stroke,2,"",3.81876157562103,"",3.0003227480391663
4325,2017,S08000017,"",under75 years,"",Males,"",Stroke,3,"",4.60687960687961,"",3.558617548254854
4326,2017,S08000017,"",under75 years,"",Females,"",Stroke,6,"",8.91080286333799,"",6.602727304122679
4327,2017,S08000019,"",under75 years,"",Males,"",Stroke,18,"",12.989074744909,"",13.286187513328958
4328,2017,S08000019,"",under75 years,"",Females,"",Stroke,8,"",5.62212305421835,"",5.485743319110299
4329,2017,S08000020,"",under75 years,"",Males,"",Stroke,25,"",9.16902921986232,"",9.943384936039552
4330,2017,S08000020,"",under75 years,"",Females,"",Stroke,16,"",5.96709890839384,"",6.082171977985559
4331,2017,S08000022,"",under75 years,"",Males,"",Stroke,16,"",11.0255102743974,"",9.787142066675226
4332,2017,S08000022,"",under75 years,"",Females,"",Stroke,14,"",9.62695547533093,"",8.058572176105795
4333,2017,S08000024,"",under75 years,"",Males,"",Stroke,42,"",10.3291811664597,"",12.46029432180313
4334,2017,S08000024,"",under75 years,"",Females,"",Stroke,15,"",3.58127708340794,"",4.083075135192093
4335,2017,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,16.668075236404956
4336,2017,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4337,2017,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,17.312703879868057
4338,2017,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4339,2017,S08000028,"",under75 years,"",Males,"",Stroke,0,"",0,"",0
4340,2017,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,6.250859493180311
4341,2017,S08000029,"",under75 years,"",Males,"",Stroke,21,"",12.5859289314546,"",12.137995635519772
4342,2017,S08000029,"",under75 years,"",Females,"",Stroke,11,"",6.37799475844794,"",5.930547201543338
4343,2017,S08000030,"",under75 years,"",Males,"",Stroke,19,"",10.2162621385325,"",9.853684339645776
4344,2017,S08000030,"",under75 years,"",Females,"",Stroke,12,"",6.31854968222961,"",5.841089020085025
4345,2017,S08000031,"",under75 years,"",Males,"",Stroke,64,"",12.0218497118513,"",13.962117635040697
4346,2017,S08000031,"",under75 years,"",Females,"",Stroke,47,"",8.56237691583184,"",9.43955977797012
4347,2017,S08000032,"",under75 years,"",Males,"",Stroke,33,"",11.0706306233771,"",11.731833404488722
4348,2017,S08000032,"",under75 years,"",Females,"",Stroke,29,"",9.3737676727844,"",9.4071229086347
4349,2017,S92000003,d,under75 years,"",Males,"",Stroke,265,"",10.7819782285413,"",11.204810657020271
4350,2017,S92000003,d,under75 years,"",Females,"",Stroke,179,"",7.10592673988021,"",7.031965109629526
4351,2018,S08000015,"",under75 years,"",Males,"",Stroke,22,"",13.5721203970462,"",11.77473974965556
4352,2018,S08000015,"",under75 years,"",Females,"",Stroke,21,"",12.2478974442721,"",10.017981382158212
4353,2018,S08000016,"",under75 years,"",Males,"",Stroke,8,"",15.7722487283624,"",11.94572896286757
4354,2018,S08000016,"",under75 years,"",Females,"",Stroke,3,"",5.73526038082129,"",4.2207207703697165
4355,2018,S08000017,"",under75 years,"",Males,"",Stroke,13,"",20.0459514887974,"",14.988268213430036
4356,2018,S08000017,"",under75 years,"",Females,"",Stroke,5,"",7.47372983961376,"",5.4112850102326036
4357,2018,S08000019,"",under75 years,"",Males,"",Stroke,10,"",7.21672548297935,"",7.1554831976471265
4358,2018,S08000019,"",under75 years,"",Females,"",Stroke,9,"",6.32728960004499,"",6.170358621259825
4359,2018,S08000020,"",under75 years,"",Males,"",Stroke,28,"",10.3211347350417,"",10.843295941116862
4360,2018,S08000020,"",under75 years,"",Females,"",Stroke,25,"",9.36855911560802,"",9.350552324384982
4361,2018,S08000022,"",under75 years,"",Males,"",Stroke,13,"",8.98603017923674,"",7.682283847344322
4362,2018,S08000022,"",under75 years,"",Females,"",Stroke,6,"",4.1410439571816,"",3.298916817174117
4363,2018,S08000024,"",under75 years,"",Males,"",Stroke,30,"",7.30700376310694,"",8.43595562231385
4364,2018,S08000024,"",under75 years,"",Females,"",Stroke,34,"",8.05149165723379,"",8.94175269851245
4365,2018,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,7.747133560582585
4366,2018,S08000025,"",under75 years,"",Females,"",Stroke,,c,,c,7.994650851793708
4367,2018,S08000026,"",under75 years,"",Males,"",Stroke,0,"",0,"",0
4368,2018,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4369,2018,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,25.467001133281553
4370,2018,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,21.465220293902807
4371,2018,S08000029,"",under75 years,"",Males,"",Stroke,14,"",8.39237971921495,"",7.816826121885462
4372,2018,S08000029,"",under75 years,"",Females,"",Stroke,12,"",6.96306096159872,"",6.35820463713317
4373,2018,S08000030,"",under75 years,"",Males,"",Stroke,15,"",8.07358806400741,"",7.575836908743131
4374,2018,S08000030,"",under75 years,"",Females,"",Stroke,12,"",6.32824612658602,"",5.805221974719978
4375,2018,S08000031,"",under75 years,"",Males,"",Stroke,67,"",12.5055294971844,"",14.317194571534012
4376,2018,S08000031,"",under75 years,"",Females,"",Stroke,42,"",7.62161926745351,"",8.27298185700719
4377,2018,S08000032,"",under75 years,"",Males,"",Stroke,40,"",13.4080159823551,"",14.031657215024468
4378,2018,S08000032,"",under75 years,"",Females,"",Stroke,26,"",8.40319838658591,"",8.26974062445059
4379,2018,S92000003,d,under75 years,"",Males,"",Stroke,265,"",10.7624090576435,"",10.97258993557876
4380,2018,S92000003,d,under75 years,"",Females,"",Stroke,199,"",7.89341118325803,"",7.619564165659865
4381,2019,S08000015,"",under75 years,"",Males,"",Stroke,19,"",11.7744024490757,"",10.134593197228376
4382,2019,S08000015,"",under75 years,"",Females,"",Stroke,26,"",15.2246217267063,"",12.78218799636927
4383,2019,S08000016,"",under75 years,"",Males,"",Stroke,7,"",13.8148805999605,"",10.183074844452625
4384,2019,S08000016,"",under75 years,"",Females,"",Stroke,3,"",5.74426530846705,"",4.461581725361253
4385,2019,S08000017,"",under75 years,"",Males,"",Stroke,11,"",17.0057510358048,"",12.867265779852602
4386,2019,S08000017,"",under75 years,"",Females,"",Stroke,9,"",13.5035784482888,"",10.659743330907643
4387,2019,S08000019,"",under75 years,"",Males,"",Stroke,12,"",8.65020724454857,"",8.293128311920496
4388,2019,S08000019,"",under75 years,"",Females,"",Stroke,13,"",9.15731563858188,"",8.670485587267686
4389,2019,S08000020,"",under75 years,"",Males,"",Stroke,18,"",6.63423264042459,"",6.870343448722257
4390,2019,S08000020,"",under75 years,"",Females,"",Stroke,19,"",7.1172244323077,"",6.997395239957283
4391,2019,S08000022,"",under75 years,"",Males,"",Stroke,17,"",11.8017036106271,"",9.709522647800728
4392,2019,S08000022,"",under75 years,"",Females,"",Stroke,13,"",9.00626281660478,"",7.575385611281654
4393,2019,S08000024,"",under75 years,"",Males,"",Stroke,35,"",8.43532037346779,"",9.89491185241716
4394,2019,S08000024,"",under75 years,"",Females,"",Stroke,25,"",5.86629998380901,"",6.341607255926207
4395,2019,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,8.058608058608058
4396,2019,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4397,2019,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,9.508414947228296
4398,2019,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4399,2019,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,6.541077969649399
4400,2019,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,13.189734792994924
4401,2019,S08000029,"",under75 years,"",Males,"",Stroke,18,"",10.7723796186578,"",10.121436635650747
4402,2019,S08000029,"",under75 years,"",Females,"",Stroke,23,"",13.320746193452,"",11.642836599700342
4403,2019,S08000030,"",under75 years,"",Males,"",Stroke,22,"",11.8182355374343,"",10.940368361557534
4404,2019,S08000030,"",under75 years,"",Females,"",Stroke,13,"",6.84790796411696,"",6.11301348606087
4405,2019,S08000031,"",under75 years,"",Males,"",Stroke,61,"",11.3000420509762,"",12.706444809700802
4406,2019,S08000031,"",under75 years,"",Females,"",Stroke,39,"",7.04248242088042,"",7.676074586635952
4407,2019,S08000032,"",under75 years,"",Males,"",Stroke,28,"",9.36586410131189,"",9.61596849449236
4408,2019,S08000032,"",under75 years,"",Females,"",Stroke,27,"",8.70591421772524,"",8.378119660170876
4409,2019,S92000003,d,under75 years,"",Males,"",Stroke,251,"",10.1603966359777,"",10.25961191799948
4410,2019,S92000003,d,under75 years,"",Females,"",Stroke,212,"",8.38913227485172,"",8.067074321246325
4411,2020,S08000015,"",under75 years,"",Males,"",Stroke,23,"",14.335041073009,"",12.277024824028407
4412,2020,S08000015,"",under75 years,"",Females,"",Stroke,13,"",7.65164981341746,"",6.052597270433997
4413,2020,S08000016,"",under75 years,"",Males,"",Stroke,8,"",15.8591705653794,"",11.351680945069296
4414,2020,S08000016,"",under75 years,"",Females,"",Stroke,5,"",9.63224103719971,"",6.6422938763364305
4415,2020,S08000017,"",under75 years,"",Males,"",Stroke,11,"",17.1115674195756,"",13.121556571512048
4416,2020,S08000017,"",under75 years,"",Females,"",Stroke,6,"",9.06495036939673,"",6.638973894413855
4417,2020,S08000019,"",under75 years,"",Males,"",Stroke,17,"",12.314022049343,"",11.57603277105218
4418,2020,S08000019,"",under75 years,"",Females,"",Stroke,10,"",7.06194740261575,"",6.434539287601405
4419,2020,S08000020,"",under75 years,"",Males,"",Stroke,25,"",9.2300989835815,"",9.34190482663908
4420,2020,S08000020,"",under75 years,"",Females,"",Stroke,23,"",8.62130361607461,"",8.377396594981352
4421,2020,S08000022,"",under75 years,"",Males,"",Stroke,19,"",13.2401413210874,"",11.900214660843284
4422,2020,S08000022,"",under75 years,"",Females,"",Stroke,11,"",7.66726843106777,"",5.7752669935298435
4423,2020,S08000024,"",under75 years,"",Males,"",Stroke,35,"",8.39320486134426,"",9.70580570567329
4424,2020,S08000024,"",under75 years,"",Females,"",Stroke,25,"",5.83535431104306,"",6.347267559801881
4425,2020,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,15.89591427657118
4426,2020,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4427,2020,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,9.081827263645444
4428,2020,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4429,2020,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,24.350928509160184
4430,2020,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,6.904090673724182
4431,2020,S08000029,"",under75 years,"",Males,"",Stroke,21,"",12.5738714950333,"",11.91510884002063
4432,2020,S08000029,"",under75 years,"",Females,"",Stroke,22,"",12.7526621182172,"",11.21972139648451
4433,2020,S08000030,"",under75 years,"",Males,"",Stroke,20,"",10.7812643188667,"",10.376409247896287
4434,2020,S08000030,"",under75 years,"",Females,"",Stroke,16,"",8.45357665544807,"",7.323555779310535
4435,2020,S08000031,"",under75 years,"",Males,"",Stroke,68,"",12.555275523675,"",14.5625898405894
4436,2020,S08000031,"",under75 years,"",Females,"",Stroke,50,"",9.01477521657997,"",9.782049257714029
4437,2020,S08000032,"",under75 years,"",Males,"",Stroke,47,"",15.7342715869185,"",15.98125997328778
4438,2020,S08000032,"",under75 years,"",Females,"",Stroke,37,"",11.9296345017927,"",11.34736355266186
4439,2020,S92000003,d,under75 years,"",Males,"",Stroke,301,"",12.1869749175051,"",12.217523716403054
4440,2020,S92000003,d,under75 years,"",Females,"",Stroke,219,"",8.66869094454294,"",8.169404537611465
4441,2021,S08000015,"",under75 years,"",Males,"",Stroke,23,"",14.337185672788,"",11.739744380648926
4442,2021,S08000015,"",under75 years,"",Females,"",Stroke,18,"",10.58717657646,"",8.52557642617023
4443,2021,S08000016,"",under75 years,"",Males,"",Stroke,2,"",3.94477317554241,"",3.763665703061139
4444,2021,S08000016,"",under75 years,"",Females,"",Stroke,6,"",11.5200737284719,"",8.051488225306803
4445,2021,S08000017,"",under75 years,"",Males,"",Stroke,10,"",15.5550024888004,"",11.171971858854926
4446,2021,S08000017,"",under75 years,"",Females,"",Stroke,5,"",7.53772632023277,"",5.523870105498974
4447,2021,S08000019,"",under75 years,"",Males,"",Stroke,14,"",10.1760455886842,"",9.725834673413257
4448,2021,S08000019,"",under75 years,"",Females,"",Stroke,11,"",7.7854610054569,"",6.932952434244633
4449,2021,S08000020,"",under75 years,"",Males,"",Stroke,18,"",6.65473743363748,"",6.650269862117987
4450,2021,S08000020,"",under75 years,"",Females,"",Stroke,25,"",9.37221176699932,"",8.883989884803986
4451,2021,S08000022,"",under75 years,"",Males,"",Stroke,26,"",17.9721845881605,"",14.869410535012022
4452,2021,S08000022,"",under75 years,"",Females,"",Stroke,17,"",11.7460098113729,"",9.073531651966622
4453,2021,S08000024,"",under75 years,"",Males,"",Stroke,40,"",9.57049989113556,"",10.811297709873344
4454,2021,S08000024,"",under75 years,"",Females,"",Stroke,28,"",6.51590112585463,"",6.987585225129832
4455,2021,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,7.804695304695304
4456,2021,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4457,2021,S08000026,"",under75 years,"",Males,"",Stroke,,c,,c,18.959115362770937
4458,2021,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4459,2021,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,13.101218412204974
4460,2021,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,17.762410003789313
4461,2021,S08000029,"",under75 years,"",Males,"",Stroke,22,"",13.181387880313,"",12.420607386073664
4462,2021,S08000029,"",under75 years,"",Females,"",Stroke,18,"",10.4382317635393,"",8.96576457249683
4463,2021,S08000030,"",under75 years,"",Males,"",Stroke,23,"",12.402666033951,"",11.33311997622972
4464,2021,S08000030,"",under75 years,"",Females,"",Stroke,16,"",8.43672718260769,"",7.171270198726225
4465,2021,S08000031,"",under75 years,"",Males,"",Stroke,79,"",14.5798690764668,"",16.67802080297696
4466,2021,S08000031,"",under75 years,"",Females,"",Stroke,48,"",8.66488555130334,"",9.114783622923042
4467,2021,S08000032,"",under75 years,"",Males,"",Stroke,40,"",13.3502436419465,"",13.187131954063767
4468,2021,S08000032,"",under75 years,"",Females,"",Stroke,30,"",9.6558028156321,"",9.085768205391371
4469,2021,S92000003,d,under75 years,"",Males,"",Stroke,302,"",12.2149408950559,"",12.075444857123284
4470,2021,S92000003,d,under75 years,"",Females,"",Stroke,225,"",8.89597052073058,"",8.268420394770615
4471,2022,S08000015,"",under75 years,"",Males,"",Stroke,20,"",12.4671179763374,"",10.577720152792931
4472,2022,S08000015,"",under75 years,"",Females,"",Stroke,24,"",14.11623543528,"",11.332856343944266
4473,2022,S08000016,"",under75 years,"",Males,"",Stroke,7,"",13.8067061143984,"",10.162766956721942
4474,2022,S08000016,"",under75 years,"",Females,"",Stroke,5,"",9.60006144039322,"",6.908793341823095
4475,2022,S08000017,"",under75 years,"",Males,"",Stroke,2,"",3.11100049776008,"",2.6614415565687586
4476,2022,S08000017,"",under75 years,"",Females,"",Stroke,4,"",6.03018105618621,"",4.152087494320695
4477,2022,S08000019,"",under75 years,"",Males,"",Stroke,16,"",11.6297663870677,"",11.30575818491247
4478,2022,S08000019,"",under75 years,"",Females,"",Stroke,28,"",19.8175371047994,"",18.20963082249416
4479,2022,S08000020,"",under75 years,"",Males,"",Stroke,28,"",10.3518137856583,"",10.224218249001536
4480,2022,S08000020,"",under75 years,"",Females,"",Stroke,14,"",5.24843858951962,"",4.955639154501668
4481,2022,S08000022,"",under75 years,"",Males,"",Stroke,12,"",8.29485442530484,"",7.168130845055797
4482,2022,S08000022,"",under75 years,"",Females,"",Stroke,13,"",8.98224279693222,"",6.703318566085752
4483,2022,S08000024,"",under75 years,"",Males,"",Stroke,47,"",11.2453373720843,"",12.691313279034196
4484,2022,S08000024,"",under75 years,"",Females,"",Stroke,27,"",6.28319037135982,"",6.7286762921307135
4485,2022,S08000025,"",under75 years,"",Males,"",Stroke,,c,,c,8.03717559036708
4486,2022,S08000025,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4487,2022,S08000026,"",under75 years,"",Males,"",Stroke,0,"",0,"",0
4488,2022,S08000026,"",under75 years,"",Females,"",Stroke,0,"",0,"",0
4489,2022,S08000028,"",under75 years,"",Males,"",Stroke,,c,,c,18.20791294475505
4490,2022,S08000028,"",under75 years,"",Females,"",Stroke,,c,,c,6.721107638538831
4491,2022,S08000029,"",under75 years,"",Males,"",Stroke,25,"",14.978849863992,"",14.151807862389036
4492,2022,S08000029,"",under75 years,"",Females,"",Stroke,16,"",9.27842823425712,"",8.242772358433246
4493,2022,S08000030,"",under75 years,"",Males,"",Stroke,20,"",10.7849269860443,"",9.621188095399832
4494,2022,S08000030,"",under75 years,"",Females,"",Stroke,23,"",12.1277953249985,"",10.902331723827178
4495,2022,S08000031,"",under75 years,"",Males,"",Stroke,57,"",10.5196523716279,"",11.70429468460308
4496,2022,S08000031,"",under75 years,"",Females,"",Stroke,46,"",8.30384865333237,"",8.690222668511428
4497,2022,S08000032,"",under75 years,"",Males,"",Stroke,38,"",12.6827314598491,"",12.530217394649364
4498,2022,S08000032,"",under75 years,"",Females,"",Stroke,26,"",8.36836244021449,"",7.7561588870937
4499,2022,S92000003,d,under75 years,"",Males,"",Stroke,276,"",11.1633234670047,"",10.956099231815903
4500,2022,S92000003,d,under75 years,"",Females,"",Stroke,227,"",8.97504581424818,"",8.334453831073562
4501,2013,S08000015,"",0-44 years,"",All,d,Stroke,1,"",0.532833180587822,"",0.5114071693706158
4502,2013,S08000015,"",45-64 years,"",All,d,Stroke,8,"",7.39932296194898,"",7.214911343056717
4503,2013,S08000015,"",65-74 years,"",All,d,Stroke,25,"",58.1138566679839,"",59.760186748093126
4504,2013,S08000015,"",75plus years,"",All,d,Stroke,138,"",412.839919825291,"",426.1259854135419
4505,2013,S08000015,"",under75 years,"",All,d,Stroke,34,"",10.0350340748436,"",9.299924160351583
4506,2013,S08000015,"",All,d,All,d,Stroke,172,"",46.2067483344079,"",46.81426967313872
4507,2013,S08000016,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4508,2013,S08000016,"",45-64 years,"",All,d,Stroke,2,"",5.74943942965561,"",5.45710036971855
4509,2013,S08000016,"",65-74 years,"",All,d,Stroke,7,"",48.4966052376334,"",49.0851349238457
